AvyYear,YYYY,MM,DD,Date,Location,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,HasLocation,HasDescription,SettingCode,IsClosedTerrain,SettingLabel,MentionsInjured,MentionsCriticalBurial,AlternateCause,PeopleCaught,PeopleCaughtParsed,PeopleInjured
2020,2020,1,17,2020-01-17,"Scott Peak, west of Lake Tahoe",SA,CA,39.15756,-120.22238,Inbounds Rider,Ski,1,"2 inbounds skiers caught, 1 injured, 1 killed",True,True,SA,False,Ski Area,True,False,standard_burial,2,True,1.0
2020,2020,1,15,2020-01-15,"Baker Creek drainage, Smoky Mountains",BC,ID,43.69076,-114.67559,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2020,2020,1,11,2020-01-11,"Rock Creek, Elkhorn Mountains",BC,OR,44.86901,-118.19007,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2020,2020,1,7,2020-01-07,"Wardner Peak, Bitterroot Mountains",SA,ID,47.48811,-116.1278,Inbounds Rider,Ski,3,"Multiple skiers caught, 2 partially buried, 5 buried, 3 killed",True,True,SA,False,Ski Area,False,False,standard_burial,,False,
2020,2020,1,1,2020-01-01,"Near Lake Dinah, west of Seeley Lake",BC,MT,47.25592,-113.71536,Snowmobiler,Snowmobile,2,"3 snowmobilers caught, 2 buried and killed, 1 partially buried",True,True,BC,False,Backcountry,False,False,standard_burial,3,True,
2020,2019,12,15,2019-12-15,"Dutch Draw, Park City Ridgeline",BC,UT,40.65347,-111.59126,Sidecountry Rider,Snowboard,1,"1 sidecountry rider caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2020,2019,12,8,2019-12-08,"Diamond Peaks, west of Cameron Pass",BC,CO,40.51611,-105.90773,Backcountry Tourer,Ski,1,"1 backcountry skier, caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,4,11,2019-04-11,"Raymond Cataract, Mount Washington",BC,NH,44.27047,-71.30302,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,3,13,2019-03-13,"Lutak Inlet, north of Haines",BC,AK,59.26892,-135.5229,Backcountry Tourer,Snowboard,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,3,11,2019-03-11,Casper,TN,WY,42.84156,-106.32372,Resident,Foot,1,"1 resident caught, buried, and killed",True,True,TN,False,Town/Urban,False,False,standard_burial,1,True,
2019,2019,3,9,2019-03-09,"Near Crescent Lake, Kenai Peninsula",BC,AK,60.44865,-149.49703,Backcountry Tourer,Ski,1,"2 backcountry tourers caught, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2019,2019,3,9,2019-03-09,Crested Butte South,TN,CO,38.80363,-106.8897,Resident,Foot,1,"2 residents caught and buried, 1 killed",True,True,TN,False,Town/Urban,False,False,standard_burial,2,True,
2019,2019,3,7,2019-03-07,"Point 12118, east of Jones Pass",BC,CO,39.78113,-105.86643,Mechanized Guide,Ski,1,"1 mechanized guide caught, buried, and killed; 1 mechanized guided client caught",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,3,4,2019-03-04,"Breccia Cliffs, northwest of Togwotee Pass",BC,WY,43.80692,-110.09852,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,3,3,2019-03-03,"Base Camp above Matterhorn Nordic trailhead, northeast of Lizard Head Pass",BC,CO,37.82918,-107.8806,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,2,26,2019-02-26,"Truman Gulch, Bridger Range",BC,MT,45.8068,-110.935,Backcountry Tourer,Ski,1,"1 skier caught, partially buried-critical, and killed",True,True,BC,False,Backcountry,False,True,standard_burial,1,True,
2019,2019,2,19,2019-02-19,"Temptation avalanche path, Bear Creek, south of Telluride",BC,CO,37.90765,-107.81133,Backcountry Tourer,Ski,1,"1 sidecountry rider caught, 1 backcountry skier caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,2,16,2019-02-16,"Pearl Pass Road, Brush Creek Drainage",BC,CO,38.900249,-106.871974,Backcountry Tourer,Ski,2,"2 backcountry tourers caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2019,2019,2,9,2019-02-09,"Humpy Peak, western Uinta Mountains",BC,UT,40.86998,-111.00054,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,2,7,2019-02-07,"Circleville Mountain, Tushar Mountains",BC,UT,38.20105,-112.40459,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried-critical, 1 buried and killed",True,True,BC,False,Backcountry,False,True,standard_burial,2,True,
2019,2019,1,25,2019-01-25,"Near Bell Lake, Tobacco Root Mountains",BC,MT,45.53253,-111.99267,Backcountry Tourer,Ski,1,"4 backcountry tourers caught, 1 injured, 1 killed",True,True,BC,False,Backcountry,True,False,standard_burial,4,True,1.0
2019,2019,1,25,2019-01-25,"Upper Palisades Lake, Snake River Range",BC,ID,43.43538,-111.12406,Snowmobiler,Snowmobile,1,"4 snowmobilers caught, 3 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,4,True,
2019,2019,1,25,2019-01-25,"East Face Laurel Peak, La Sal Mountains",BC,UT,38.45639,-109.23622,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,1,21,2019-01-21,"Green Mountain, Express Creek",BC,CO,39.0255,-106.78511,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,1,18,2019-01-18,"Electric Lake, Manti Skyline",BC,UT,39.63323,-111.25,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,1,17,2019-01-17,Taos Ski Valley,SA,NM,36.59686,-105.44398,Inbounds Rider,Ski,2,"2 inbounds riders caught, buried, and killed",True,True,SA,False,Ski Area,False,False,standard_burial,2,True,
2019,2019,1,9,2019-01-09,"Mount Leidy, southwest of Togwotee Pass",BC,WY,43.72431,-110.40504,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2019,2019,1,5,2019-01-05,"South Waldron Creek, north of Teton Peak",BC,MT,47.9255,-112.79538,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 carried and injured, 1 buried and killed",True,True,BC,False,Backcountry,True,False,standard_burial,2,True,
2019,2019,1,5,2019-01-05,"Upper Senator Beck Basin, northwest of Red Mountain Pass",BC,CO,37.91467,-107.73362,Backcountry Tourer,Ski,1,"6 backcountry tourers caught, 1 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,6,True,
2019,2018,12,22,2018-12-22,"Horse Creek, Wyoming Range",BC,WY,42.928524,-110.525528,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,5,2,2018-05-02,"Upper Blackstone Glacier, south of Whittier",BC,AK,60.63803,-148.76375,Snowmobiler,Snowmobile,1,"3 snowmobilers caught, 2 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,3,True,
2018,2018,4,22,2018-04-22,"Northwest of East Leidy Mountain, west of Togwotee Pass",BC,WY,43.71207,-110.38285,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,4,14,2018-04-14,"Saddle Peak, Bridger Range",BC,MT,45.79356,-110.93668,Sidecountry Rider,Ski,1,"1 sidecountry rider caught, partially buried-critical, and killed",True,True,BC,False,Backcountry,False,True,standard_burial,1,True,
2018,2018,4,10,2018-04-10,"Northwest of Glacier Peak, Middle Fork Swan River",BC,CO,39.48928,-105.894263333,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,4,8,2018-04-08,"Maroon Bowl, west of Aspen Highlands",BC,CO,39.1356,-106.87936,Sidecountry Rider,Ski,1,"2 sidecountry riders caught, 1 killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2018,2018,3,10,2018-03-10,"Park Butte, south of Mount Baker",BC,WA,48.71588,-121.85568,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,3,4,2018-03-04,"Setting Sun Mountain, north of the Methow Valley",BC,WA,48.698,-120.44506,Backcountry Tourer,Ski,1,1 backcountry skier killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,3,4,2018-03-04,Near Kirkwood Ski Resort,TN,CA,38.70123,-120.07545,Resident,Foot,2,2 residents killed in roof avalanche,True,True,TN,False,Town/Urban,False,False,standard_burial,2,True,
2018,2018,3,3,2018-03-03,"North Fork Teanaway, north of Cle Elum",BC,WA,47.28918,-120.85939,Snowmobiler,Snowmobile,2,"4 snowmobilers caught, 1 injured, 2 killed",True,True,BC,False,Backcountry,True,False,standard_burial,4,True,1.0
2018,2018,2,25,2018-02-25,"Dude Mountain, north of Ketchikan",BC,AK,55.36253,-131.71496,Backcountry Tourer,Snowboard,1,"1 backcountry tourers caught, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,2,25,2018-02-25,Snoqualmie Pass,BC,WA,47.42726,-121.4157,Hiker,Snowshoe,2,2 hikers killed,True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2018,2018,2,25,2018-02-25,Stampede Pass,BC,WA,47.28327,-121.35053,Snowmobiler,Snowmobile,1,"4 snowmobilers caught, 1 buried and killed, 2 injured",True,True,BC,False,Backcountry,True,False,standard_burial,4,True,2.0
2018,2018,2,20,2018-02-20,"Sheep Creek, west of Palisades",BC,ID,43.37248,-111.13924,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,2,17,2018-02-17,"Ralph's Slide, Upper Rock Springs Canyon near Wilson",BC,WY,43.592,-110.879,Sidecountry Rider,Ski,1,"1 sidecountry skier caught, partially buried-critical, and killed",True,True,BC,False,Backcountry,False,True,standard_burial,1,True,
2018,2018,2,17,2018-02-17,"Canyon Creek, Whitefish Range",BC,MT,48.50592,-114.31014,Sidecountry Rider,Ski,1,"1 sidecountry rider caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,1,21,2018-01-21,"South of Red Mountain Pass, Sam's Trees",BC,CO,37.868103,-107.731504,Backcountry Tourer,Ski,1,"2 backcountry skiers caught and partially buried, 1 killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2018,2018,1,20,2018-01-20,"Southeast of Reas Peak, Centennial Range",BC,ID,44.53606,-111.51295,Snowbiker,Snowbike,1,"1 snowbiker caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,1,10,2018-01-10,"Northwest of Reas Peak, Centennial Range",BC,ID,44.53577,-111.51303,Snowmobiler,Snowmobile,1,1 snowmobiler killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2018,1,2,2018-01-02,"Cabin Creek, southern Madison Range",BC,MT,44.92997,-111.24546,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2017,12,29,2017-12-29,"Commissary Ridge, Salt River Range",BC,WY,42.58895,-110.73395,Snowmobiler,Snowmobile,1,"3 snowmobilers caught, 2 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,3,True,
2018,2017,11,22,2017-11-22,"Marmot Mountain, Hatcher Pass",BC,AK,61.77018,-149.3127,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2018,2017,10,7,2017-10-07,"Imp Peak, southern Madison Range",BC,MT,44.9926,-111.45364,Backcountry Tourer,SKi,1,"2 backcountry tourers caught, 1 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2017,2017,4,11,2017-04-11,"Red Mountain, north of Snoqualmie Pass",BC,WA,47.45607,-121.38914,Backcountry Tourer,Foot,1,"1 backcountry tourer caught, killed.",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2017,2017,4,1,2017-04-01,North Pole,TN,AK,64.75012,-147.33215,Resident,Foot,1,"1 resident partially buried-critical, later died",True,True,TN,False,Town/Urban,False,True,standard_burial,1,True,
2017,2017,3,4,2017-03-04,"Hawkins Mountain, north of Cle Eleum",BC,WA,47.45038,-121.00136,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2017,2017,2,14,2017-02-14,"Near West Lost Lake, Flat Tops Wilderness area",BC,CO,40.07444,-107.24227,Snowbiker,Snowbike,1,"2 snow bike riders caught, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2017,2017,2,9,2017-02-09,"McCoy Creek, Caribou Range east of Idaho Falls",BC,ID,43.18684,-111.10276,Snowmobiler,Snowmobile,1,1 snowmobiler buried and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2017,2017,1,28,2017-01-28,"Near Cooper Landing, Kenai Peninsula",BC,AK,60.49072,-149.81369,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2017,2017,1,5,2017-01-05,"Mt. Stanton, north of West Glacier",BC,MT,48.65865,-113.89389,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, partially buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2017,2017,1,4,2017-01-04,"Near Crystal Mountain, south of Greenwater",BC,WA,46.93807,-121.50192,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, partially buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2017,2016,12,27,2016-12-27,West of White Pass Ski Area,BC,WA,46.63541,-121.39051,Sidecountry Rider,Ski,1,"1 sidecountry rider caught, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2017,2016,12,23,2016-12-23,East of Grand Targee Resort,BC,WY,43.777267,-110.9207,Sidecountry Rider,Foot,1,"1 sidecountry rider caught, buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2017,2016,12,11,2016-12-11,"Henderson Mountain, near Cooke City",BC,MT,45.05133,-109.94499,Hybrid Tourer,Ski,1,"2 hybrid tourers caught, 1 partially buried, 1 buried and",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2017,2016,12,10,2016-12-10,Mt. Rose Chutes - Closed Area,SA-closed terrain,NV,39.319495,-119.882984,Inbounds Rider,Ski,1,"1 inbounds rider caught, buried, and killed",True,True,SA,True,Ski Area,False,False,standard_burial,1,True,
2016,2016,4,11,2016-04-11,"Summit Lake area, Eastern Alaska Range",BC,AK,63.13543,-145.54688,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,4,3,2016-04-03,"Summit Lake area, Eastern Alaska Range",BC,AK,63.13287,-145.51838,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried, 1 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2016,2016,3,22,2016-03-22,Cat Ski Mount Bailey,SA,OR,43.15673,-122.21706,Mechanized Guide,Ski,1,"Mechanized guide caught, killed",True,True,SA,False,Ski Area,False,False,standard_burial,,False,
2016,2016,3,8,2016-03-08,"Chief Joseph Peak, Wallowa Mountains",BC,OR,45.38254,-117.23099,Backcountry Tourer,Ski,1,1 backcountry tourer partially buried-critical and killed,True,True,BC,False,Backcountry,False,True,standard_burial,1,True,
2016,2016,2,27,2016-02-27,Nelchina Glacier area,BC,AK,61.9341,-147.16324,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,2,26,2016-02-26,Island Park,TN,ID,44.50079,-111.33665,Resident,Foot,1,"3 residents buried, 1 killed",True,True,TN,False,Town/Urban,False,False,standard_burial,3,True,
2016,2016,2,21,2016-02-21,Grand Targhee Resort,BC,WY,43.78727,-110.95917,Sidecountry Rider,Foot,1,1 sidecountry rider killed in cornice fall,True,True,BC,False,Backcountry,False,False,cornice_collapse,1,True,
2016,2016,2,19,2016-02-19,Big Horn Mountains near Sheridan Wyoming,BC,WY,44.61589,-107.38586,Snowmobiler,Snowmobile,1,1 snowmobiler caught and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,2,5,2016-02-05,"Cottonwood Pass, west of Buena Vista",BC,CO,38.78811,-106.38731,Snowbiker,Snowbike,1,"1 snow bike rider, caught, partially buried-critical, and killed",True,True,BC,False,Backcountry,False,True,standard_burial,1,True,
2016,2016,2,2,2016-02-02,"Lost Mine Creek, east of Wolf Creek Pass",BC,CO,37.49201,-106.70106,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried, 1 fully buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2016,2016,1,31,2016-01-31,Twin Lakes near Brundage Mountain,BC,ID,45.02176,-116.12926,Snowmobiler,Snowmobile,1,1 snowmobiler caught and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,31,2016-01-31,"Willow Draw near Park City Mountain Resort, Utah",BC,UT,40.68023,-111.59942,Sidecountry Rider,Ski,1,"1 sidecountry rider, caught, buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,24,2016-01-24,"Mt Herman, northeast of Mount Baker",BC,WA,48.86637,-121.7029,Backcountry Tourer,Foot,1,"2 backcountry tourers caught, 1 injured, 1 killed",True,True,BC,False,Backcountry,True,False,standard_burial,2,True,1.0
2016,2016,1,24,2016-01-24,"Rock Springs drainage, south of Jackson Hole Mountain Resort",BC,WY,43.59215,-110.87834,Sidecountry Rider,Ski,2,"3 sidecountry riders caught, 2 buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,3,True,
2016,2016,1,23,2016-01-23,"Swede Creek area, Whitefish Range",BC,MT,48.65633,-114.55822,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried not-critical, 1 buried and killed.",True,True,BC,False,Backcountry,False,True,standard_burial,2,True,
2016,2016,1,22,2016-01-22,"Red Mountain, Clear Creek County",BC,CO,39.75178,-105.83877,Backcountry Tourer,Snowboard,1,"1 backcountry tourer caught, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,21,2016-01-21,"Gobblers Knob, Big Cottonwood Canyon",BC,UT,40.66633,-111.68551,Backcountry Tourer,Ski,1,"2 backcountry tourers caught, 1 partially buried, 1 buried",True,True,BC,False,Backcountry,False,False,standard_burial,2,True,
2016,2016,1,21,2016-01-21,"Ruby Peak, Ruby Range west of Crested Butte",BC,CO,38.89564,-107.12571,Snowmobiler,Snowmobile,1,"2 snowmobilers caught, 1 partially buried uninjured, 1 fully buried and killed",True,True,BC,False,Backcountry,True,False,standard_burial,2,True,
2016,2016,1,19,2016-01-19,"Cedar Basin, west of Big Sky",BC,MT,45.2674,-111.29631,Backcountry Tourer,Ski,1,1 backcountry tourer caught and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,19,2016-01-19,"Pyramid Peak, Teton Range",BC,WY,43.58226,-110.8263,Backcountry Tourer,Snowboard,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,16,2016-01-16,"Skyscraper Mountain, Hatcher Pass",BC,AK,61.77334,-149.30763,Backcountry Tourer,Snowboard,1,1 backcountry snowboarder fully buried and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,16,2016-01-16,"St Marys Lake, Front Range",BC,CO,39.8328,-105.64831,Climber,Foot,1,"1 climber caught, buried, killed.",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,14,2016-01-14,Backcountry near Sugar Bowl Ski Resort,BC,CA,39.31398,-120.3389,Sidecountry Rider,Ski,1,"1 sidecountry rider caught, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2016,1,2,2016-01-02,"Grubstake Gulch, southwest of Hatcher Pass",BC,AK,61.76959,-149.31244,Snowmobiler,Snowmobile,1,1 snowmobiler buried and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2015,12,31,2015-12-31,Granite Mountain near Snoqualmie Pass,BC,WA,47.42748,-121.41789,Hiker,Snowshoe,1,1 hiker killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2015,12,19,2015-12-19,"Kendall Peak, Snoqualmie Pass",BC,WA,47.4395,-121.3841,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2015,12,19,2015-12-19,"Sheep Mountain, north of Cooke City",BC,MT,45.0719,-109.92765,Snowmobiler,Snowmobile,1,"3 snowmoiblers caught, 1 fully buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,3,True,
2016,2015,11,22,2015-11-22,"Eldorado Bowl, Hatcher Pass",BC,AK,61.78027,-149.289121,Backcountry Tourer,,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2016,2015,11,5,2015-11-05,"Mt Russell, John Muir Wilderness",BC,CA,36.59012,-118.29052,Hiker,Foot,1,"1 hiker caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2015,2015,5,17,2015-05-17,"Sickle Couloir, Mount Moran",BC,WY,43.840977,-110.76783,Backcountry Tourer,Ski,2,"4 backcountry tourers caught, 1 injured, 2 killed",True,True,BC,False,Backcountry,True,False,standard_burial,4,True,1.0
2015,2015,4,11,2015-04-11,"Beehive Peak, northern Madison Range",BC,MT,45.34349,-111.39699,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2015,2015,4,1,2015-04-01,"North of Tebay Lakes, Wrangell-St. Elias National Park and Preserve",BC,AK,61.257718,-144.316144,Backcountry Tourer,Ski,1,1 backcountry tourer killed in cornice collapse,True,True,BC,False,Backcountry,False,False,cornice_collapse,1,True,
2015,2015,3,14,2015-03-14,"Squaw Creek, near Cantwell",BC,AK,63.236944,-149.298611,Snowmobiler,Foot,1,"1 snowmobiler caught, buried, lated succumbed to injuries",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2015,2015,3,4,2015-03-04,"Hells Canyon, near Snowbasin Ski Resort",BC,UT,41.20948,-111.88039,Sidecountry Rider,Snowboard,1,"1 sidecountry rider caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2015,2015,2,23,2015-02-23,"Peter Barker path, near Aspen Mountain",BC,CO,39.16365,-106.83021,Sidecountry Rider,Ski,1,"1 sidecountry rider caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2015,2015,1,6,2015-01-06,"Rabbit Ears path, Kendall Mountain",BC,CO,37.80219,-107.65048,Backcountry Tourer,Ski,1,"One backcountry skier, caught, carried, partially buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2015,2014,12,31,2014-12-31,Kelso Mountain,BC,CO,39.65381,-105.79688,Climber,Snowshoe,1,"One climber, traveling on snowshoes, caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2015,2014,12,6,2014-12-06,"Rainbow Ridge area, Delta Range",BC,AK,63.30806,-145.68832,Backcountry Tourer,Ski,1,"2 backcountry tourers caught, 1 injured,1 killed",True,True,BC,False,Backcountry,True,False,standard_burial,2,True,1.0
2015,2014,11,26,2014-11-26,"Near Henderson Peak, Cooke City",BC,MT,45.03989,-109.94394,Snowmobiler,Snowmobile,1,"One snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,5,28,2014-05-28,"Liberty Ridge, Mount Rainier",BC,WA,46.85409,-121.75873,Climber,Foot,6,"6 climbers caught, buried and killed",True,True,BC,False,Backcountry,False,False,standard_burial,6,True,
2014,2014,5,14,2014-05-14,North face of Mount Shuksan,BC,WA,48.83072,-121.60287,Backcountry Tourer,Foot,1,1 backcountry tourer (on ascent) caught and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,5,3,2014-05-03,"Olson Gulch, west of Anaconda",BC,MT,46.16521,-113.08846,Backcountry Tourer,Ski,1,"1 backcountry skier caught, died on scene",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,4,28,2014-04-28,Crater Lake National Park,BC,OR,42.94208,-122.10402,Hiker,Snowshoe,1,1 snowshoer caught in cornice fall,True,True,BC,False,Backcountry,False,False,cornice_collapse,1,True,
2014,2014,4,14,2014-04-14,"Paulina Peak, south of Bend",BC,OR,43.72534,-121.23121,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,4,3,2014-04-03,Granite Mountain,BC,WA,47.42995,-121.63033,Backcountry Tourer,Ski,1,"1 backcountry tourer caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,3,19,2014-03-19,"Kicking Horse Valley, west of Haines",BC,AK,59.174833,-135.94405,Mechanized Guide,Ski,1,"1 heliski guide caught, buried, and died from injuries",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,3,11,2014-03-11,"Cooke City, Montana",BC,MT,45.04988,-109.96267,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,3,10,2014-03-10,"Altoona, about 10 miles northeast of Philipsburg, Montana",BC,MT,46.22165,-113.1427,Backcountry Tourer,Ski,1,1 skier caught and killed,True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,3,7,2014-03-07,"Gold Hill, Uinta Mountains",BC,UT,40.81277,-110.89685,Snowmobiler,Snowmobile,1,"1 snowmobiler caught, buried, and killed",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,3,5,2014-03-05,"Sharkstooth Peak, La Plata Mountains",BC,CO,37.46096,-108.0689,Snowmobiler,Snowmobile,1,"1 snowmobiler fully buried, missing and presumed dead",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
2014,2014,3,4,2014-03-04,"Diablo Ridge, Pt. 12,505, approx. 1 mile W of Conejos Peak",BC,CO,37.29154,-106.56876,Ski Patroller,Ski,1,"1 snowmobiler fully buried, missing and presumed dead",True,True,BC,False,Backcountry,False,False,standard_burial,1,True,
